artist,title,total_streams,bot_streams,flagged_days,total_days,max_spike_ratio,avg_rolling_cv,drop_after_spike_count,bot_pct,confidence,flag_reasons,note
$ilkMoney,My Potna Dem,1525090.0,0.0,0,7,1.0171343963163615,0.04977431343442505,0.0,0.0,3.1,—,
$uicideboy$,"...And To Those I Love, Thanks For Sticking Around",24399236.0,0.0,0,96,1.1118223248311228,0.03845675162813366,0.0,0.0,3.3,—,
*NSYNC,"Merry Christmas, Happy Holidays",23710779.0,4649794.0,2,33,2.9146769402440684,0.6888806572293433,0.0,19.6,11.2,seasonal_spike,
"13 Organisé, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari",Bande organisée,1455208.0,0.0,0,2,0.7930689998109687,0.19960378910443566,0.0,0.0,2.4,—,
"187 Strassenbande, Bonez MC, Gzuz",Millionär,2061656.0,0.0,0,4,0.9437546918978639,0.12413918954985091,0.0,0.0,2.8,—,
2 Chainz,Bigger Than You (feat. Drake & Quavo),55941884.0,0.0,0,105,1.1399768688597647,0.09626461963560201,0.0,0.0,3.4,—,
2 Chainz,High Top Versace (feat. Young Thug),807861.0,0.0,0,3,0.8631485327618647,0.23595731281524834,0.0,0.0,2.6,—,
2 Chainz,Momma I Hit A Lick (feat. Kendrick Lamar),1115871.0,0.0,0,4,0.40376314346930003,0.7521009756101673,0.0,0.0,1.2,—,
2 Chainz,OG Kush Diet,1418462.0,0.0,0,6,0.8825029277084178,0.1540306531815967,0.0,0.0,2.6,—,
2 Chainz,Rule The World (feat. Ariana Grande),4265392.0,0.0,0,7,0.7254713512044415,0.5299783116726575,0.0,0.0,2.2,—,
2 Chainz,Trap Check,2346436.0,0.0,0,12,1.0474175162781985,0.08011258752153132,0.0,0.0,3.1,—,
2 Chainz,Whip (feat. Travis Scott),7622434.0,0.0,0,17,0.9309187018685376,0.3150962476360558,0.0,0.0,2.8,—,
"2 Chainz, Drake",Big Amount,992266.0,0.0,0,5,0.9819227465565579,0.10372803472229615,0.0,0.0,2.9,—,
"2 Chainz, Gucci Mane, Quavo",Good Drank,28088275.0,858997.0,1,128,2.995733319516277,0.11300650209949303,0.0,3.1,9.3,"velocity_spike, seasonal_spike",
"2 Chainz, Migos",Blue Cheese,1179139.0,0.0,0,6,1.1894625728287676,0.11290970045688038,0.0,0.0,3.6,—,
"2 Chainz, Nicki Minaj",Realize,530406.0,0.0,0,3,0.9327935715590187,0.1285650276762281,0.0,0.0,2.8,—,
"2 Chainz, Travis Scott",4 AM,91572935.0,0.0,0,89,1.4052990473416611,0.09315845601887164,0.0,0.0,4.2,—,
"2 Chainz, Ty Dolla $ign, Trey Songz, Jhené Aiko",It's A Vibe,120861431.0,0.0,0,246,3.0086051608987576,0.08934761978698297,0.0,0.0,9.0,—,
"2 Chainz, YG, Offset",PROUD,5064964.0,0.0,0,22,1.0887464466254637,0.10908603775506188,0.0,0.0,3.3,—,
21 Savage,1.5,7220711.0,0.0,0,23,1.0367497738253355,0.28074085088230144,0.0,0.0,3.1,—,
21 Savage,4L,1343063.0,0.0,0,5,0.4888973245720223,0.8475688889454082,0.0,0.0,1.5,—,
21 Savage,7 Min Freestyle,539103.0,0.0,0,3,0.9243001506937023,0.12707564244458272,0.0,0.0,2.8,—,
21 Savage,Baby Girl,1073900.0,0.0,0,5,0.9227531304605112,0.1668721316102195,0.0,0.0,2.8,—,
21 Savage,Bad Business,3608546.0,0.0,0,17,0.9810514194575738,0.2761687022926837,0.0,0.0,2.9,—,
21 Savage,Bank Account,355715368.0,0.0,0,398,2.230463484234451,0.11014469601735806,2.0,0.0,6.8,—,
21 Savage,Close My Eyes,1578011.0,0.0,0,7,0.7504019264950403,0.5450937139848909,0.0,0.0,2.3,—,
21 Savage,Dead People,734924.0,0.0,0,4,0.9529415791094835,0.1192986784127831,0.0,0.0,2.9,—,
21 Savage,FaceTime,1767439.0,0.0,0,8,0.9978337597016866,0.12407961404710899,0.0,0.0,3.0,—,
21 Savage,Famous,3701780.0,0.0,0,12,0.8987895017428288,0.3635269746661088,0.0,0.0,2.7,—,
21 Savage,Immortal,48197070.0,0.0,0,88,1.271270084032665,0.13158415308100985,0.0,0.0,3.8,—,"🚀 Release-window ramp — likely legitimate launch, not fraud"
21 Savage,Money Convo,545876.0,0.0,0,3,0.9382285356426013,0.12039959326062592,0.0,0.0,2.8,—,
21 Savage,Nothin New,744839.0,0.0,0,4,0.9210468821220668,0.15670666778090492,0.0,0.0,2.8,—,
21 Savage,Numb,24309971.0,0.0,0,54,1.3595810533172343,0.1668842670599959,0.0,0.0,4.1,—,
21 Savage,Special,333039.0,0.0,0,2,0.9491347723760587,0.12313536989312537,0.0,0.0,2.8,—,
21 Savage,Thug Life,1062461.0,0.0,0,5,0.9268221018919321,0.15802650631431686,0.0,0.0,2.8,—,
21 Savage,Whole Lot,728584.0,0.0,0,4,0.9674616906487951,0.09928324143896056,0.0,0.0,2.9,—,
21 Savage,a lot,410280831.0,0.0,0,389,1.378696579937021,0.07158791096987452,0.0,0.0,4.1,—,
21 Savage,a&t,1890761.0,0.0,0,7,0.682673272825069,0.8110607794590543,0.0,0.0,2.0,—,
21 Savage,all my friends,35971525.0,0.0,0,52,1.1400241390373778,0.17910391899471875,0.0,0.0,3.4,—,
21 Savage,asmr,6346553.0,0.0,0,20,1.0561426868548531,0.30560468768268434,0.0,0.0,3.2,—,
21 Savage,ball w/o you,5921576.0,0.0,0,19,1.058133188127613,0.30642110178391546,0.0,0.0,3.2,—,
21 Savage,break da law,4041215.0,0.0,0,11,0.8675068099172347,0.550359225229135,0.0,0.0,2.6,—,
21 Savage,can't leave without it,19651076.0,0.0,0,58,1.1681649562476135,0.19006585580379792,0.0,0.0,3.5,—,
21 Savage,good day,298722.0,0.0,0,1,0.4169713110806816,0.8450623886568344,0.0,0.0,1.3,—,
21 Savage,gun smoke,3473852.0,0.0,0,9,0.8075893580981062,0.6016528076141303,0.0,0.0,2.4,—,
21 Savage,letter 2 my momma,310812.0,0.0,0,1,0.4463784850430204,0.8067939892111412,0.0,0.0,1.3,—,
21 Savage,monster,88836162.0,0.0,0,91,1.0550528822945477,0.10563112795304966,0.0,0.0,3.2,—,
21 Savage,out for the night,3282300.0,0.0,0,9,0.8143701647442051,0.6096104910135632,0.0,0.0,2.4,—,
21 Savage,pad lock,317355.0,0.0,0,1,0.4337356807522431,0.8240099204372818,0.0,0.0,1.3,—,
"21 Savage, Metro Boomin",Brand New Draco,3777426.0,0.0,0,7,0.6680030213749023,0.6525481341599715,0.0,0.0,2.0,—,
"21 Savage, Metro Boomin",Glock In My Lap,14966621.0,0.0,0,14,0.7609193150977501,0.45489492900627554,0.0,0.0,2.3,—,"🚀 Release-window ramp — likely legitimate launch, not fraud"
"21 Savage, Metro Boomin",Intro,524520.0,0.0,0,2,0.20932937116383216,0.978249476807532,0.0,0.0,0.6,—,
"21 Savage, Metro Boomin",Many Men,8699163.0,0.0,0,9,0.7073723263223892,0.4810638825136476,0.0,0.0,2.1,—,
"21 Savage, Metro Boomin",Mr. Right Now (feat. Drake),39955134.0,0.0,0,35,1.0420966555062605,0.23957801850985525,0.0,0.0,3.1,—,
"21 Savage, Metro Boomin",My Dawg,3678887.0,0.0,0,7,0.6392006987069098,0.6861600503345844,0.0,0.0,1.9,—,
"21 Savage, Metro Boomin",No Heart,111946643.0,0.0,0,233,1.1494631286904542,0.06894854025912861,0.0,0.0,3.4,—,
"21 Savage, Metro Boomin",No Opp Left Behind,2434105.0,0.0,0,6,0.6294455275960715,0.7554500242258079,0.0,0.0,1.9,—,
"21 Savage, Metro Boomin",RIP Luv,2109403.0,0.0,0,5,0.6375671609805275,0.7211480426887695,0.0,0.0,1.9,—,
"21 Savage, Metro Boomin",Rich Nigga Shit (feat. Young Thug),9950504.0,0.0,0,9,0.7230438662761693,0.4370659623609552,0.0,0.0,2.2,—,
"21 Savage, Metro Boomin",Runnin,38699223.0,0.0,0,35,1.129209777423599,0.23536159005896137,0.0,0.0,3.4,—,
"21 Savage, Metro Boomin",Said N Done,1400546.0,0.0,0,5,0.31799697007124034,0.8945172870566391,0.0,0.0,1.0,—,
"21 Savage, Metro Boomin",Slidin,8113413.0,0.0,0,9,0.6747674743574096,0.5047651281654236,0.0,0.0,2.0,—,
"21 Savage, Metro Boomin",Snitches & Rats (Interlude),1170837.0,0.0,0,4,0.27493339795839555,0.9340977331054834,0.0,0.0,0.8,—,
"21 Savage, Metro Boomin",Snitches & Rats (feat. Young Nudy),3306984.0,0.0,0,6,0.6132372033254356,0.6907301649480205,0.0,0.0,1.8,—,
"21 Savage, Metro Boomin",Steppin On Niggas,1423293.0,0.0,0,5,0.2862891988511003,0.9568313655512872,0.0,0.0,0.9,—,
"21 Savage, Metro Boomin",X (feat. Future),143076607.0,0.0,0,242,1.777652817764982,0.07520249125439384,0.0,0.0,5.3,—,
"21 Savage, Offset, Metro Boomin, Travis Scott",Ghostface Killers,10702709.0,0.0,0,47,1.0883521331874155,0.07059388891100472,0.0,0.0,3.3,—,
24kGoldn,CITY OF ANGELS,146007727.0,0.0,0,118,2.284595801117812,0.10603586311655917,0.0,0.0,6.9,—,
24kGoldn,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",12353569.0,0.0,0,13,0.9624793729749881,0.25559696034767015,0.0,0.0,2.9,—,
24kGoldn,Mood (feat. iann dior),388606875.0,6267411.0,1,87,2.2890237895081733,0.15299558363461674,0.0,1.6,7.3,—,
24kGoldn,VALENTINO,130552977.0,0.0,0,181,2.451637543117133,0.15851314620521073,0.0,0.0,7.4,—,
347aidan,Dancing in My Room,4623860.0,0.0,0,7,1.1896816772244163,0.29165715713442486,0.0,0.0,3.6,—,
42 Dugg,4 Da Gang (with Roddy Ricch),3981358.0,0.0,0,14,1.0528079604113167,0.06435526549725458,0.0,0.0,3.2,—,
5 Seconds of Summer,Easier,132761858.0,0.0,0,92,1.5274304623619446,0.09354210691404694,0.0,0.0,4.6,—,
5 Seconds of Summer,Lie To Me (feat. Julia Michaels),31142905.0,0.0,0,28,2.2388536932887284,0.21516700529305918,0.0,0.0,6.7,—,
5 Seconds of Summer,No Shame,16459375.0,0.0,0,14,0.969679597243312,0.13858962059536675,0.0,0.0,2.9,—,
5 Seconds of Summer,Old Me,24404679.0,0.0,0,26,1.7152400725088928,0.19734718607923918,0.0,0.0,5.1,—,
5 Seconds of Summer,Teeth,132966033.0,0.0,0,102,1.2987235235256713,0.09516550670950179,0.0,0.0,3.9,—,
5 Seconds of Summer,Valentine,698974.0,0.0,0,1,0.7224186525305747,0.3498930388916389,0.0,0.0,2.2,—,
5 Seconds of Summer,Want You Back,31235577.0,0.0,0,32,1.2334758573083497,0.1614654226667983,0.0,0.0,3.7,—,
5 Seconds of Summer,Wildflower,4666804.0,0.0,0,5,0.8234340527656001,0.3123853726960296,0.0,0.0,2.5,—,
5 Seconds of Summer,Youngblood,1185589655.0,0.0,0,811,1.5467758772084925,0.0734192566535386,0.0,0.0,4.6,—,
6LACK,Balenciaga Challenge (feat. Offset),3367029.0,0.0,0,8,0.973550000182325,0.4941462337323755,0.0,0.0,2.9,—,
6LACK,East Atlanta Love Letter (feat. Future),1866307.0,0.0,0,7,0.77051471167391,0.6218994919273332,0.0,0.0,2.3,—,
6LACK,Ex Calling,16653371.0,657615.0,1,71,2.3986753186254206,0.12492332997966742,0.0,3.9,7.8,"velocity_spike, seasonal_spike",
6LACK,Know My Rights (feat. Lil Baby),1976940.0,0.0,0,5,0.7698110791722603,0.5897195557711653,0.0,0.0,2.3,—,
6LACK,Let Her Go,687413.0,0.0,0,3,0.9645468439988988,0.22512149837158435,0.0,0.0,2.9,—,
6LACK,Loaded Gun,950694.0,0.0,0,4,0.6114342650270712,0.8558675499742633,0.0,0.0,1.8,—,
6LACK,Nonchalant,925306.0,0.0,0,4,1.0042993551954655,0.16181373065188354,0.0,0.0,3.0,—,
6LACK,PRBLMS,51776004.0,0.0,0,236,1.1241772060113153,0.060946468696305725,0.0,0.0,3.4,—,
6LACK,Pretty Little Fears (feat. J. Cole),14015347.0,0.0,0,44,1.1278589523260887,0.16274935821342326,0.0,0.0,3.4,—,
6LACK,Seasons (feat. Khalid),222019.0,0.0,0,1,0.9337238937159872,0.1331004776574359,0.0,0.0,2.8,—,
6LACK,Sorry,233085.0,0.0,0,1,0.9027980406485382,0.16455625358128642,0.0,0.0,2.7,—,
6LACK,Switch,2709391.0,0.0,0,11,1.4335784173359118,0.18197120944029585,0.0,0.0,4.3,—,
6LACK,Unfair,676499.0,0.0,0,3,0.5682870876305779,0.9135871159162171,0.0,0.0,1.7,—,
6ix9ine,BILLY,44157814.0,0.0,0,78,2.6735926448428464,0.21169581112493643,1.0,0.0,8.4,—,
6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),494108203.0,0.0,0,141,1.5337947565107481,0.07765190008079405,0.0,0.0,4.6,—,"🚀 Release-window ramp — likely legitimate launch, not fraud"
6ix9ine,GOOBA,253400319.0,0.0,0,112,1.4501691641259613,0.09320870018214474,0.0,0.0,4.4,—,
6ix9ine,GOTTI,28485329.0,0.0,0,67,2.715311427390708,0.1648312667378509,0.0,0.0,8.1,—,"🚀 Release-window ramp — likely legitimate launch, not fraud"
6ix9ine,GUMMO,32828844.0,0.0,0,89,3.238444431485644,0.1699067754387187,1.0,0.0,10.1,—,
6ix9ine,KOODA,6285069.0,0.0,0,26,3.2029382945215006,0.28715277107832343,1.0,0.0,10.8,—,
6ix9ine,PUNANI,4335563.0,0.0,0,6,1.1424317545180285,0.09818803407084194,0.0,0.0,3.4,—,
6ix9ine,TROLLZ (with Nicki Minaj),50924215.0,0.0,0,38,1.0335871424980336,0.10116780300753615,0.0,0.0,3.1,—,
6ix9ine,YAYA,6122958.0,0.0,0,8,0.9909860212432808,0.09464715779623688,0.0,0.0,3.0,—,
"6ix9ine, A Boogie Wit da Hoodie",WAKA,34792566.0,0.0,0,42,1.3207725008416022,0.23261343182233254,0.0,0.0,4.0,—,
"6ix9ine, Anuel AA",BEBE,299541810.0,0.0,0,189,1.8816846783962675,0.07859346498959736,0.0,0.0,5.6,—,
"6ix9ine, Anuel AA",MALA,90493578.0,0.0,0,100,1.151119639356573,0.08394841452342568,0.0,0.0,3.5,—,
"6ix9ine, Bobby Shmurda",STOOPID,93878288.0,1995311.0,1,73,2.1434410644658293,0.22967432070569732,0.0,2.1,7.0,seasonal_spike,
"6ix9ine, DJ SpinKing",TATI,79775176.0,0.0,0,122,4.425472209833536,0.19968391320559062,0.0,0.0,13.3,—,
"6ix9ine, Fetty Wap, A Boogie Wit da Hoodie",KEKE,39034855.0,1497021.0,1,74,2.3781608511967116,0.17652043710614268,0.0,3.8,7.7,velocity_spike,
"6ix9ine, Gunna",FEEFA,3570491.0,0.0,0,5,0.7652849992486331,0.5547502901575788,0.0,0.0,2.3,—,"🚀 Release-window ramp — likely legitimate launch, not fraud"
"6ix9ine, Kanye West",KANGA,10827254.0,0.0,0,9,1.2787090808231518,0.5359620901384585,0.0,0.0,3.8,—,
"6ix9ine, Lil Baby",TIC TOC,72539232.0,0.0,0,40,1.3312874558391603,0.23054313445872113,0.0,0.0,4.0,—,
"6ix9ine, Nicki Minaj, Kanye West",MAMA,61038367.0,0.0,0,56,1.2716971543469164,0.23181421479565165,0.0,0.0,3.8,—,
"6ix9ine, Nicki Minaj, Murda Beatz",FEFE,100699390.0,0.0,0,126,2.7801528852472943,0.10208181421447367,0.0,0.0,8.3,—,
"6ix9ine, Tory Lanez",KIKA,165389334.0,0.0,0,121,1.7069192774382091,0.17131780737709804,0.0,0.0,5.1,—,
"6ix9ine, Tory Lanez, Young Thug",RONDO,10551988.0,0.0,0,19,0.9490607041358201,0.2799097459709957,0.0,0.0,2.8,—,
"6ix9ine, TrifeDrew",DUMMY,285416.0,0.0,0,1,0.2649223980537556,0.6779435695659518,0.0,0.0,0.8,—,
"88rising, Joji, Rich Brian, Higher Brothers, AUGUST 08",Midsummer Madness,2553480.0,0.0,0,12,1.1054179659915688,0.17770909749082184,0.0,0.0,3.3,—,
A Boogie Wit da Hoodie,Bleed,8281565.0,0.0,0,14,2.1255259168821548,0.5315568314564932,0.0,0.0,6.4,—,
A Boogie Wit da Hoodie,Come Closer (feat. Queen Naija),242458.0,0.0,0,1,0.8038969507410396,0.19258974239092386,0.0,0.0,2.4,—,
A Boogie Wit da Hoodie,Demons and Angels (feat. Juice WRLD),38989884.0,0.0,0,95,2.189795826346232,0.24827048830581971,0.0,0.0,6.6,—,
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),221650095.0,0.0,0,338,2.0820608888514798,0.0662307822438158,0.0,0.0,6.2,—,
A Boogie Wit da Hoodie,King Of My City,13013895.0,0.0,0,25,2.9286840384609003,0.43775976267755473,1.0,0.0,10.0,—,
A Boogie Wit da Hoodie,Look Back at It,430489833.0,0.0,0,364,3.01327030712827,0.08410650352888428,0.0,0.0,9.0,—,
A Boogie Wit da Hoodie,Love Drugs and Sex,687289.0,0.0,0,3,0.7793466207792058,0.2840815343949609,0.0,0.0,2.3,—,
A Boogie Wit da Hoodie,Luv Is Art (feat. Lil Uzi Vert),1005416.0,0.0,0,4,0.7726611161260246,0.37806939950730223,0.0,0.0,2.3,—,
A Boogie Wit da Hoodie,Me and My Guitar,5135159.0,0.0,0,18,1.0651437173565024,0.30313446165476954,0.0,0.0,3.2,—,
A Boogie Wit da Hoodie,Might Not Give Up (feat. Young Thug),4949528.0,0.0,0,11,0.9208177561495151,0.44865881893472365,0.0,0.0,2.8,—,
A Boogie Wit da Hoodie,Mood Swings,9581587.0,0.0,0,29,1.333952574060552,0.19462135879180656,0.0,0.0,4.0,—,
A Boogie Wit da Hoodie,My Shit,14191183.0,0.0,0,83,1.0951049124489491,0.044259811156377483,0.0,0.0,3.3,—,
A Boogie Wit da Hoodie,Reply (feat. Lil Uzi Vert),11949348.0,0.0,0,20,1.3608741257417232,0.2980161948893749,0.0,0.0,4.1,—,
A Boogie Wit da Hoodie,Stain (feat. DaBaby),1572488.0,0.0,0,5,0.41097711954855887,0.7804067764383084,0.0,0.0,1.2,—,
A Boogie Wit da Hoodie,Startender (feat. Offset and Tyga),161713315.0,0.0,0,152,4.012005548161545,0.14026094731223412,0.0,0.0,12.0,—,"🚀 Release-window ramp — likely legitimate launch, not fraud"
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),606278812.0,0.0,0,562,2.906228891280829,0.10656400203808486,1.0,0.0,8.8,—,"🚀 Release-window ramp — likely legitimate launch, not fraud"
A Boogie Wit da Hoodie,Thug Love,784901.0,0.0,0,3,0.4667590763263632,1.0148058169813026,0.0,0.0,1.4,—,
A Boogie Wit da Hoodie,Timeless (feat. DJ SPINKING),14126458.0,0.0,0,73,1.1299357702773456,0.058575195817376,0.0,0.0,3.4,—,
"A Boogie Wit da Hoodie, Don Q",Flood My Wrist (feat. Lil Uzi Vert),2146931.0,0.0,0,8,0.8727674150590216,0.6123386031691869,0.0,0.0,2.6,—,
"A Boogie Wit da Hoodie, Don Q, Trap Manny",Vroom Vroom,225009.0,0.0,0,1,0.7697843777654111,0.23922250660056976,0.0,0.0,2.3,—,
A R I Z O N A,Oceans Away,60348749.0,0.0,0,77,1.2091876073600754,0.09938337647624379,0.0,0.0,3.6,—,
A$AP Ferg,Jet Lag,1293443.0,0.0,0,5,0.4845143223779285,0.6925836639680683,0.0,0.0,1.5,—,
A$AP Ferg,Move Ya Hips (feat. Nicki Minaj & MadeinTYO),6997499.0,0.0,0,11,0.9543261928202689,0.38356342925456244,0.0,0.0,2.9,—,
A$AP Ferg,Plain Jane,155000361.0,0.0,0,253,3.9028039301442115,0.10101701504980659,0.0,0.0,11.7,—,
A$AP Ferg,Value,467305.0,0.0,0,2,0.8672292036873486,0.13261072890897435,0.0,0.0,2.6,—,
A$AP Ferg,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",967666.0,0.0,0,6,0.9889872790295222,0.057221947041915494,0.0,0.0,3.0,—,
A$AP Mob,"Crazy Brazy (feat. A$AP Rocky, A$AP Twelvyy & Key!)",4242872.0,0.0,0,27,1.1364688097735545,0.0720648479525111,0.0,0.0,3.4,—,
A$AP Mob,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",8909071.0,0.0,0,46,1.2121451574220792,0.0455733160371834,0.0,0.0,3.6,—,
A$AP Rocky,A$AP Forever (feat. Moby),27237128.0,0.0,0,34,1.0685129262372706,0.230572013441673,0.0,0.0,3.2,—,
A$AP Rocky,"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)",5452378.0,0.0,0,9,0.7003256585643456,0.5597264831871078,0.0,0.0,2.1,—,
A$AP Rocky,Babushka Boi,30301921.0,0.0,0,35,1.7557397031121293,0.286366109413237,0.0,0.0,5.3,—,"🚀 Release-window ramp — likely legitimate launch, not fraud"
A$AP Rocky,Bad Company (feat. BlocBoy JB),15930379.0,0.0,0,26,1.0905796967704275,0.21403029418507208,0.0,0.0,3.3,—,
A$AP Rocky,Buck Shots,1826254.0,0.0,0,5,0.6177200266234056,0.7596720316785377,0.0,0.0,1.9,—,
A$AP Rocky,CALLDROPS (feat. Kodak Black),424338.0,0.0,0,2,0.21240860891340932,0.9038301202142348,0.0,0.0,0.6,—,
A$AP Rocky,Distorted Records,710757.0,0.0,0,3,0.2553854338912675,0.9894434403983986,0.0,0.0,0.8,—,
A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",684839.0,0.0,0,4,1.1935916382035447,0.08108095703250133,0.0,0.0,3.6,—,
A$AP Rocky,Fukk Sleep (feat. FKA twigs),3618482.0,0.0,0,6,0.6918776160722324,0.5509433759625776,0.0,0.0,2.1,—,
A$AP Rocky,Gunz N Butter (feat. Juicy J),928386.0,0.0,0,4,0.32163875062650027,0.9395648583584251,0.0,0.0,1.0,—,
A$AP Rocky,Hun43rd,201728.0,0.0,0,1,0.30997641310110097,1.0577928893795787,0.0,0.0,0.9,—,
A$AP Rocky,Kids Turned Out Fine,206615.0,0.0,0,1,0.31069083844347073,1.0601832710819343,0.0,0.0,0.9,—,
A$AP Rocky,OG Beeper,942946.0,0.0,0,4,0.34837415117633014,0.906849002060851,0.0,0.0,1.0,—,
A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),389908717.0,0.0,0,280,2.132096338771971,0.11708905867140736,0.0,0.0,6.4,—,
A$AP Rocky,Purity (feat. Frank Ocean),644683.0,0.0,0,3,0.3321189773299686,0.8846815811627574,0.0,0.0,1.0,—,
A$AP Rocky,Sundress,2540423.0,0.0,0,5,1.1879491685653556,0.5397756651737776,0.0,0.0,3.6,—,
A$AP Rocky,Tony Tone,1583792.0,0.0,0,4,0.5732324460654376,0.7698149409397472,0.0,0.0,1.7,—,
"A$AP Rocky, Gucci Mane, 21 Savage",Cocky (feat. London On Da Track),8790839.0,0.0,0,19,1.6925979505918625,0.4888681728651787,0.0,0.0,5.1,—,"🚀 Release-window ramp — likely legitimate launch, not fraud"
AC/DC,Back In Black,726091.0,0.0,0,1,1.0149223341592715,0.037634946679403494,0.0,0.0,3.0,—,
AC/DC,Highway to Hell,6588695.0,0.0,0,5,1.6651370148915812,0.4611908458582702,0.0,0.0,5.0,—,
AJR,Bang!,13634778.0,0.0,0,54,1.1608512073186823,0.09830612367864619,0.0,0.0,3.5,—,
AJR,Weak,274544757.0,467828.0,1,225,1.1972826292872851,0.0897889052474411,0.0,0.2,3.8,—,
"AJR, Rivers Cuomo",Sober Up,19596630.0,0.0,0,74,2.45790164595657,0.1520200929018596,0.0,0.0,7.4,—,
"AK AUSSERKONTROLLE, Bonez MC",In meinem Benz,4078219.0,0.0,0,6,0.995055506575344,0.1365255394317617,0.0,0.0,3.0,—,
"ATB, Topic, A7S",Your Love (9PM),20685216.0,0.0,0,14,1.0737701154488364,0.07701501824275958,0.0,0.0,3.2,—,
AURORA,Runaway,12674017.0,0.0,0,14,1.015978128731166,0.040788979970916774,0.0,0.0,3.0,—,
Aaron Carter,Sooner Or Later,53677618.0,0.0,0,63,1.2318823093972953,0.09457227535675376,0.0,0.0,3.7,—,
Aaron Smith,Dancin (feat. Luvli) - Krono Remix,99188704.0,0.0,0,137,1.1192673715519434,0.047929315070364784,0.0,0.0,3.4,—,
Ab-Soul,Bloody Waters (with Anderson .Paak & James Blake),11664685.0,0.0,0,19,0.9946234637214387,0.276102950378657,0.0,0.0,3.0,—,
"Abraham Mateo, Farruko, Christian Daniel",Loco Enamorado,12958969.0,0.0,0,25,1.119792783504833,0.061241437246250585,0.0,0.0,3.4,—,
Adele,Hello,35632115.0,0.0,0,71,1.8221426987838927,0.10133869260702376,0.0,0.0,5.5,—,
Adele,Make You Feel My Love,2271610.0,0.0,0,2,1.2025276078905183,0.271962981600063,0.0,0.0,3.6,—,
Adele,Send My Love (To Your New Lover),41131440.0,0.0,0,71,1.4724795289066548,0.11930682453104459,0.0,0.0,4.4,—,
Adele,Someone Like You,1225860.0,0.0,0,2,1.1820281512300232,0.1775208084149874,0.0,0.0,3.5,—,
Adele,Water Under the Bridge,108541833.0,0.0,0,115,1.2963016455134821,0.08787564970499925,0.0,0.0,3.9,—,
Adele,When We Were Young,2875429.0,0.0,0,7,1.3024784743202418,0.09626001985836151,0.0,0.0,3.9,—,
Agust D,Daechwita,7777898.0,0.0,0,8,0.8006034883834713,0.29034002146914034,0.0,0.0,2.4,—,
Aitana,TELÉFONO,3624019.0,0.0,0,6,1.0626849958291849,0.09690080058289559,0.0,0.0,3.2,—,
Alan Walker,Alone,99401859.0,0.0,0,115,1.1160940076187753,0.06173532003356656,0.0,0.0,3.3,—,
Alan Walker,Faded,129376711.0,0.0,0,231,1.0719502681050994,0.04406342602025241,0.0,0.0,3.2,—,
"Alan Walker, Au/Ra, Tomine Harket",Darkside,81582284.0,0.0,0,95,1.3248954617493751,0.07737529026433204,0.0,0.0,4.0,—,
"Alan Walker, Ava Max","Alone, Pt. II",106233207.0,0.0,0,126,1.2426338959620253,0.06256621395596385,0.0,0.0,3.7,—,
"Alan Walker, Gavin James",Tired,52015770.0,0.0,0,91,1.1497137805143438,0.07445026592575506,0.0,0.0,3.4,—,
"Alan Walker, Noah Cyrus, Digital Farm Animals",All Falls Down (feat. Juliander),67062172.0,0.0,0,90,1.0738704483691375,0.05664610522464575,0.0,0.0,3.2,—,
"Alan Walker, Sabrina Carpenter, Farruko",On My Way,177156881.0,0.0,0,156,1.221732289477494,0.0629225070116905,0.0,0.0,3.7,—,
"Alan Walker, Sophia Somajo",Diamond Heart,35546584.0,0.0,0,52,1.1995625769273368,0.08046313272136674,0.0,0.0,3.6,—,
Aldair Playboy,Amor Falso,5763190.0,0.0,0,10,1.0951867312080088,0.08502267744970216,0.0,0.0,3.3,—,
Alec Benjamin,Let Me Down Slowly,534275707.0,0.0,0,501,1.415498948671168,0.05696623631246546,0.0,0.0,4.2,—,
"Alejandro Fernández, Morat",Sé Que Te Duele,453944.0,0.0,0,1,1.0445299227243965,0.04078291262143166,0.0,0.0,3.1,—,
Alessia Cara,Growing Pains,10419788.0,0.0,0,12,1.0353823217942333,0.20567051934343597,0.0,0.0,3.1,—,
Alessia Cara,"How Far I'll Go - From ""Moana""",302104030.0,480779.0,1,217,1.1931257106094366,0.07049586038488888,0.0,0.2,3.8,—,
Alessia Cara,Out Of Love,19111591.0,0.0,0,19,1.3252893649280482,0.15832498106156842,0.0,0.0,4.0,—,
Alessia Cara,Scars To Your Beautiful,148446489.0,0.0,0,156,1.270701711392307,0.08183596959990388,0.0,0.0,3.8,—,
Alesso,REMEDY,80500601.0,0.0,0,75,1.2969785990893514,0.11962207488628356,0.0,0.0,3.9,—,
