artist,total_streams,bot_streams,flagged_days,total_days,years_active,max_spike_ratio,drop_events,bot_pct,confidence,flag_reasons,note,holiday_flag_share
The Killers,173099297.0,0.0,0,307,5,3.2272852341256515,2.0,0.0,9.9,—,,0.0
The Neighbourhood,157898641.0,0.0,0,132,2,2.824628260031134,1.0,0.0,8.7,—,,0.0
The Police,66176192.0,0.0,0,102,3,1.281061389448724,0.0,0.0,3.8,—,,0.0
The Weeknd,5751915264.0,138589016.0,34,3496,5,3.63465481768357,5.0,2.4,11.3,"seasonal_spike, plateau_low_variance, velocity_spike",,0.09
Thomas Rhett,186963081.0,0.0,0,635,4,2.65855654818188,2.0,0.0,8.1,—,,0.0
Tiësto,642222795.0,0.0,0,418,5,1.4794244395995204,0.0,0.0,4.4,—,,0.0
Tom Walker,103525648.0,0.0,0,149,2,1.3001159101685098,0.0,0.0,3.9,—,,0.0
Tones And I,2201374415.0,17019476.0,2,617,3,1.3783989510486965,0.0,0.8,4.3,plateau_low_variance,,0.5
Topic,455505490.0,0.0,0,227,2,1.3470511959373672,0.0,0.0,4.0,—,,0.0
Tory Lanez,670695816.0,908833.0,4,816,4,3.8498645923702783,3.0,0.1,3.6,"seasonal_spike, velocity_spike","🎄 Holiday-seasonal spike — likely legitimate, not fraud",0.75
Travis Scott,7145378855.0,55476755.0,13,5761,5,5.229985234611163,12.0,0.8,15.8,"seasonal_spike, velocity_spike, plateau_low_variance",,0.08
Trevor Daniel,1015763218.0,0.0,1,354,3,2.5545362009178123,0.0,0.0,2.3,—,"🎄 Holiday-seasonal spike — likely legitimate, not fraud",1.0
Trey Songz,128539369.0,0.0,0,293,2,3.0086051608987576,0.0,0.0,9.0,—,,0.0
Trippie Redd,726540579.0,22992068.0,13,1565,4,4.183410887721023,2.0,3.2,12.9,"seasonal_spike, velocity_spike, drop_after_spike",,0.46
Troye Sivan,782381659.0,0.0,0,504,4,1.7301477695530578,0.0,0.0,5.2,—,,0.0
Twenty One Pilots,730245236.0,3579661.0,2,896,4,2.7592116859952136,2.0,0.5,8.4,seasonal_spike,,0.0
Ty Dolla $ign,584576865.0,1053182.0,2,765,5,3.0086051608987576,1.0,0.2,9.2,seasonal_spike,,0.5
Tyga,1543775226.0,0.0,0,1149,4,2.5029514942993996,0.0,0.0,7.5,—,,0.0
Tyler,622252047.0,4853941.0,1,908,5,3.963555522701592,1.0,0.8,12.0,"seasonal_spike, plateau_low_variance",,0.0
Ugly God,37246402.0,0.0,0,143,2,1.9524025364784479,0.0,0.0,5.9,—,,0.0
Wale,28669255.0,0.0,0,138,3,1.6578992509989565,0.0,0.0,5.0,—,,0.0
Wallows,118883338.0,0.0,1,148,2,2.6721858181428293,1.0,0.0,2.6,seasonal_spike,"🎄 Holiday-seasonal spike — likely legitimate, not fraud",1.0
Wham!,315918450.0,0.0,14,108,3,3.8966841227550133,0.0,0.0,5.1,"seasonal_spike, velocity_spike","🎄 Holiday-seasonal spike — likely legitimate, not fraud",1.0
Whitney Houston,428904148.0,0.0,0,386,2,1.7957545897173484,0.0,0.0,5.4,—,,0.0
Why Don't We,132222234.0,844434.0,1,148,2,1.6886557404107072,0.0,0.6,5.3,—,,0.0
Will Smith,84138866.0,0.0,0,124,2,1.354790741460819,0.0,0.0,4.1,—,,0.0
William Singe,304043499.0,0.0,0,156,2,1.6959809382683209,0.0,0.0,5.1,—,,0.0
Willy William,413955415.0,0.0,0,243,2,1.7939872525907758,0.0,0.0,5.4,—,,0.0
Wisin,985504166.0,0.0,0,1156,5,1.4197223165565076,0.0,0.0,4.3,—,,0.0
Wiz Khalifa,144824978.0,0.0,0,229,3,3.972941353471988,0.0,0.0,11.9,—,,0.0
WizKid,555039735.0,399147.0,1,516,5,1.5019942222953577,0.0,0.1,4.6,—,,0.0
XXXTENTACION,8960221163.0,259139728.0,47,7357,5,5.054290948749536,11.0,2.9,15.5,"seasonal_spike, velocity_spike, plateau_low_variance",,0.02
Y2K,728295424.0,0.0,0,395,2,2.957201552020689,0.0,0.0,8.9,—,,0.0
YBN Nahmir,184048346.0,0.0,0,468,2,2.0696147500651247,0.0,0.0,6.2,—,,0.0
YG,527625880.0,3628328.0,4,677,4,3.0277765385061524,3.0,0.7,9.5,"velocity_spike, seasonal_spike, drop_after_spike",,0.5
YNW Melly,1542353740.0,0.0,0,1722,3,3.1584900085060776,4.0,0.0,9.5,—,,0.0
Yandel,390151910.0,0.0,0,460,4,1.2710489939566938,0.0,0.0,3.8,—,,0.0
Yo Gotti,69959759.0,0.0,0,183,3,2.021407407298592,1.0,0.0,6.2,—,,0.0
Young Stoner Life,38442527.0,0.0,0,108,2,1.8142228257200925,0.0,0.0,5.4,—,,0.0
Young Thug,1712775379.0,5702366.0,2,2045,5,2.762491772524629,8.0,0.3,8.4,seasonal_spike,,0.5
YoungBoy Never Broke Again,297351755.0,408554.0,1,925,4,2.5292939933994396,1.0,0.1,7.7,—,,0.0
ZAYN,1124348541.0,6371563.0,2,819,5,1.423466696835319,0.0,0.6,4.4,—,,0.0
Zac Efron,231817108.0,0.0,0,246,2,1.2869219824271343,0.0,0.0,3.9,—,,0.0
Zara Larsson,542651435.0,0.0,0,556,4,1.6535825403205702,0.0,0.0,5.0,—,,0.0
Zedd,2219528432.0,917902.0,1,1389,5,1.7968883099271018,0.0,0.0,5.4,—,,0.0
Zendaya,234212411.0,1568823.0,1,249,2,2.0268009751446634,0.0,0.7,6.2,"velocity_spike, seasonal_spike",,0.0
Zion,1186342200.0,0.0,0,1348,5,2.466083472622357,1.0,0.0,7.4,—,,0.0
bbno$,728295424.0,0.0,0,395,2,2.957201552020689,0.0,0.0,8.9,—,,0.0
beabadoobee,788450554.0,0.0,0,252,2,1.4426618717096944,0.0,0.0,4.3,—,,0.0
benny blanco,1590293018.0,0.0,1,1033,3,3.590857199851704,1.0,0.0,3.2,"velocity_spike, drop_after_spike","🎄 Holiday-seasonal spike — likely legitimate, not fraud",1.0
blackbear,1073228257.0,1078427.0,1,738,5,2.8175180481853594,0.0,0.1,8.5,—,,0.0
iann dior,53554391.0,1181497.0,1,150,2,2.157099223482769,1.0,2.2,6.9,seasonal_spike,,0.0
Ñengo Flow,418975680.0,0.0,0,221,2,1.2499094960271675,0.0,0.0,3.7,—,,0.0
